binary_tox,capitalized letters,character count,cleaner_text,comment_text,compound,identity_hate,insult,lemmatized_text,lgbtq hate,misogynist words,neg,neu,neutral,obscene,pos,racial_ethnic slurs,severe_toxic,special characters,swear words,threat,toxic,word count
0,1,97,"""  nice to see irish republicans getting together on issues surrounding the """"O6"""" (rolls eyes) ""","""
 nice to see irish republicans getting together on issues surrounding the """"O6"""" (rolls eyes) """,0.4215,0,0,`` nice irish republican getting issue surrounding `` '' O6 '' '' ( roll eye ) ``,0,0,0.0,0.823,1,0,0.177,0,0,8,0,0,0,16
0,5,211,"Who said you did? I said you added the word to your vocabulary. But look what you have done now due to your hastiness  you called me a liar, for no reason whatsoever. What is enough is enough. Apologize, please.","Who said you did? I said you added the word to your vocabulary. But look what you have done now due to your hastiness  you called me a liar, for no reason whatsoever. What is enough is enough. Apologize, please.",-0.4215,0,0,"said ? said added word vocabulary . look hastiness called liar , reason whatsoever . . Apologize , .",0,0,0.127,0.787,1,0,0.086,0,0,7,0,0,0,40
0,3,269,"No replies ?, This is an article about a football club, the sectarian element of the support do not warrant such a large section and as such the section should be removed to a seperate article. Similar footbal club articles have no such section, why only this article ?","No replies ?, This is an article about a football club, the sectarian element of the support do not warrant such a large section and as such the section should be removed to a seperate article. Similar footbal club articles have no such section, why only this article ?",-0.264,0,0,"reply ? , article football club , sectarian element support warrant large section section removed seperate article . Similar footbal club article section , article ?",0,0,0.096,0.8490000000000001,1,0,0.055,0,0,6,0,0,0,49
0,4,132,"Regarding the genomes of other species in the genus like C. brenneri: I think those are already done, I can find files for them at .","Regarding the genomes of other species in the genus like C. brenneri: I think those are already done, I can find files for them at .",0.3612,0,0,"Regarding genome specie genus like C. brenneri : think , file .",0,0,0.0,0.898,1,0,0.102,0,0,4,0,0,0,26
0,5,460,"""  I've reduced the block to 24 hours.  Wikiwriter: apologies, your contribution wasn't especially promotional, but it did fall substantially short of our criteria for inclusion.  That on its own doesn't usually lead to blocks, but you kept recreating it after it was being deleted, and ignored the warnings on this page.  You are blocked for 24 hours: when you return, please don't recreate the article, however, I will restore the copy you had at juicetalk ""","""

I've reduced the block to 24 hours.  Wikiwriter: apologies, your contribution wasn't especially promotional, but it did fall substantially short of our criteria for inclusion.  That on its own doesn't usually lead to blocks, but you kept recreating it after it was being deleted, and ignored the warnings on this page.  You are blocked for 24 hours: when you return, please don't recreate the article, however, I will restore the copy you had at juicetalk """,-0.7140000000000001,0,0,"`` 've reduced block 24 hour . Wikiwriter : apology , contribution n't especially promotional , fall substantially short criterion inclusion . n't usually lead block , kept recreating deleted , ignored warning page . blocked 24 hour : return , n't recreate article , , restore copy juicetalk ``",0,0,0.149,0.784,1,0,0.067,0,0,18,0,0,0,77
0,7,92,"Why?  Just mention the dog, it doesn't deserve a separate link.  K 06:05, Aug 19, 2004 (UTC)","Why?  Just mention the dog, it doesn't deserve a separate link.  K 06:05, Aug 19, 2004 (UTC)",0.0,0,0,"? mention dog , n't deserve separate link . K 06:05 , Aug 19 , 2004 ( UTC )",0,0,0.0,1.0,1,0,0.0,0,0,9,0,0,0,17
0,11,275,"""   Naming   So if the section in the 2009 season is called Myth Evolution, shouldn't the same be done in the 2007 season, per discovery's website? Because currently it is MythBusters (2007 season)#Episode 87 – """"Myth Evolution"""". I will change it to match the reference.   ""","""

 Naming 

So if the section in the 2009 season is called Myth Evolution, shouldn't the same be done in the 2007 season, per discovery's website? Because currently it is MythBusters (2007 season)#Episode 87 – """"Myth Evolution"""". I will change it to match the reference.   """,0.0,0,0,"`` Naming section 2009 season called Myth Evolution , n't 2007 season , discovery 's website ? currently MythBusters ( 2007 season ) # Episode 87 – `` '' Myth Evolution '' '' . change match reference. ``",0,0,0.0,1.0,1,0,0.0,0,0,17,0,0,0,46
0,2,40,"You are right, thanks a lot. I fixed it.","You are right, thanks a lot. I fixed it.",0.4404,0,0,"right , thanks lot . fixed .",0,0,0.0,0.674,1,0,0.326,0,0,3,0,0,0,9
1,22,283,"""   """"Jeffrey"""" (which is about as gay as a name can get) can't take criticism    LOSER QUESTION   Any reason why you can't mind your own fucking business? Ever kissed a girl? I don't think so, at least not an attractive one  Get the FUCK out of articles you don't understand, loser""","""

 """"Jeffrey"""" (which is about as gay as a name can get) can't take criticism 

 LOSER QUESTION 

Any reason why you can't mind your own fucking business? Ever kissed a girl? I don't think so, at least not an attractive one

Get the FUCK out of articles you don't understand, loser""",0.6231,0,1,"`` `` '' Jeffrey '' '' ( gay ) ca n't criticism LOSER QUESTION reason ca n't mind fucking business ? kissed girl ? n't think , attractive FUCK article n't understand , loser ''",0,0,0.112,0.691,0,1,0.197,0,0,16,2,0,1,51
1,13,337,""" If you'll forgive my pedantry, NPA means No personal attacks, which means I can't say """"Tom is stupid"""". When somebody says """"thank you"""" for an edit then reports me for making it, that is stupid, no matter what rules are in place. I didn't attack the user, I attacked an action - something clearly allowed under site rules.  •T•C•E• ""","""
If you'll forgive my pedantry, NPA means No personal attacks, which means I can't say """"Tom is stupid"""". When somebody says """"thank you"""" for an edit then reports me for making it, that is stupid, no matter what rules are in place. I didn't attack the user, I attacked an action - something clearly allowed under site rules.  •T•C•E• """,-0.7388,0,0,"`` 'll forgive pedantry , NPA imply personal attack , mean atomic_number_20 n't suppose `` `` tomcat pudden-head `` `` . mortal say `` `` thank `` `` delete report get_to , dolt , subject ruler piazza . n't flack user , attack natural_action - clearly provide site principle . •T•C•E• ``",0,0,0.201,0.675,0,1,0.124,0,0,26,0,0,1,61
0,4,267,"Typical examples would be documents (e.g. specifications, manuals, etc), models, code, binaries, and so on. Basically anything created throughout the engineering process of creating the software. Reading Artifact (software development) might be helpful. 130.237.57.80","Typical examples would be documents (e.g. specifications, manuals, etc), models, code, binaries, and so on. Basically anything created throughout the engineering process of creating the software. Reading Artifact (software development) might be helpful. 130.237.57.80",0.7184,0,0,"Typical example document ( e.g . specification , manual , ) , model , code , binary , . Basically created engineering process creating software . Reading Artifact ( software development ) helpful . 130.237.57.80",0,0,0.0,0.816,1,0,0.184,0,0,18,0,0,0,34
0,7,558,""" The problem is that many people think that they can add a page for themselves by posting it under a userpage using an account that represents the company, which is problematic for many reasons. Most of these people don't bother to read the stuff we have written for them nor do they pay attention to that orange bar at the top of the screen. I dare say that some of them are also probably spam bots. There isn't much we can do about this, however all messages used clearly tell the user what they can do next. [[User talk:Triplestop|'''Triplestop''']] x3 ""","""
The problem is that many people think that they can add a page for themselves by posting it under a userpage using an account that represents the company, which is problematic for many reasons. Most of these people don't bother to read the stuff we have written for them nor do they pay attention to that orange bar at the top of the screen. I dare say that some of them are also probably spam bots. There isn't much we can do about this, however all messages used clearly tell the user what they can do next. [[User talk:Triplestop|'''Triplestop''']] x3 """,-0.3111,0,0,"`` problem people think add page posting userpage using account represents company , problematic reason . people n't bother read stuff written pay attention orange bar screen . dare say probably spam bot . n't , message used clearly tell user . [ [ User talk : Triplestop| '' 'Triplestop '' ' ] ] x3 ``",0,0,0.076,0.85,1,0,0.07400000000000001,0,0,22,0,0,0,102
0,15,1263,"""  Speedy deletion of Kaleb Young  A tag has been placed on Kaleb Young requesting that it be speedily deleted from Wikipedia. This has been done under section A7 of the criteria for speedy deletion, because the article appears to be about a person or group of people, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not indicate the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable, as well as our subject-specific notability guideline for biographies.   If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines.  | Talk  ""","""

Speedy deletion of Kaleb Young
 A tag has been placed on Kaleb Young requesting that it be speedily deleted from Wikipedia. This has been done under section A7 of the criteria for speedy deletion, because the article appears to be about a person or group of people, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not indicate the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable, as well as our subject-specific notability guideline for biographies. 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines.  | Talk  """,0.9546,0,0,"`` Speedy deletion Kaleb Young tag placed Kaleb Young requesting speedily deleted Wikipedia . section A7 criterion speedy deletion , article appears person group people , indicate subject notable : , article subject included encyclopedia . criterion speedy deletion , article indicate subject 's importance significance deleted time . guideline generally accepted notable , subject-specific notability guideline biography . think notice placed error , contest deletion adding page ( existing speedy deletion `` '' db '' '' tag ) , coupled adding note talk page explaining position , aware tagged speedy deletion , article meet criterion deleted delay . remove speedy deletion tag , n't hesitate add information article render conformance Wikipedia 's policy guideline . | Talk ``",0,0,0.016,0.879,1,0,0.105,0,0,30,0,0,0,216
1,75,124,"You want to meet me vandal YOU WANT TO TRACK ME DOWN AHOLE? FEEL FREE TO WRITE ME, GIVE YOUR EMAIL AND I WILL MEET YOU JERK!","You want to meet me vandal
YOU WANT TO TRACK ME DOWN AHOLE? FEEL FREE TO WRITE ME, GIVE YOUR EMAIL AND I WILL MEET YOU JERK!",0.5461,0,1,"need adjoin vandal lack running AHOLE ? feel unloosen write , electronic_mail run_into jerky !",0,0,0.096,0.6709999999999999,0,1,0.234,0,0,3,0,0,1,27
0,12,153,"""*Check this out.  Apparently Buckles served for a short time in the New York National Guard.  We should add that. -  • Talk • Coor. Online Amb'dor •   ""","""*Check this out.  Apparently Buckles served for a short time in the New York National Guard.  We should add that. -  • Talk • Coor. Online Amb'dor • 

""",0.0,0,0,`` *Check . Apparently Buckles served short time New York National Guard . add . - • Talk • Coor . Online Amb'dor • ``,0,0,0.0,1.0,1,0,0.0,0,0,12,0,0,0,29
0,2,52,Um Robotomy was canceled please don't edit it again.,Um Robotomy was canceled please don't edit it again.,0.3182,0,0,Um Robotomy canceled n't edit .,0,0,0.0,0.777,1,0,0.223,0,0,2,0,0,0,9
0,38,3482,"""  Follow-up.  You reduce """"false rape"""" claims to people (women) changing their minds. But if rape is sex without consent, it does not require anyone changing his mind. It can be people feeling ambivalent or curious beforehand. Ambivalence or curiousity do not imply consent. Cooperation does not imply consent. And you cannot prove consent unless you have maybe signed a consent form, into which you could have been tricked / coerced to sign. Don't you see the huge plunge into plain old fashioned insanity the legal system takes when rape is sex without consent?  I am aware that it is hard for women to get rape claims heard etc, I am aware of that. What I am trying to explain to you is this is exactly the result of exaggerated rape claims. If rape was just a special form of assault, there would not be little misunderstanding to what constitutes a rape and what not. This would serve the potential victims as well as everybody else, especially the legal system and the police.  I am not familiar enough with the example of South Africa that you bring up. From experience, if a statisticly huge drop like 60% in a short time for something that is greatly influenced by social mores (which usually take ~50 to 150 years to change), then this is most likely caused by a change in the way the figures are obtained.  You bring up the example of date rape not being covered by the definition of """"sex by force"""". You have some pretty messed up ideas. Drugs are force. For example, the police tries to use knock-out gas to remedy certain hostile situations, and they refer to these gases as """"non-lethal force"""". Similiar to another example, where people are """"just holding you down, not hurting you to rape you"""" - holding someone down - by force - is force. Locking someone up in a basement, only to offer food and water in exchange for sexual service - is also using force (if you have thought about bringing that example up).  The second half of your post mostly rambles about how expensive guns are. Yes, they are way too expensive, but the reason for them being expensive has a lot to do with government regulations regarding the manufacture and sale of firearms. As for an unsightly bulge when carrying a weapon - I've got some more unsightly bulges than that, and women tend carry purses perfect for concealed carry. So, women have an easier time to carry guns.   God, I want it to be socially acceptable for men to carry a purse. But then again, it looks like total ass.  Every civilized society requires all its citizens to be armed at all times. Because violence is the very foundation of a state - The state removes the right to be violent to each other from the people, and instead claims a monopoly on violence, and resolves disputes with a legal system, and enforces the laws with an armed police force. But when the state is the only one controlling violence in its controlled territory, nobody controls the state to prevent government abuse, totalitarian laws, dictatorships. Aside from discouraging small time petty criminals, an armed civil population has the benefit of being able to remove a government once it no longer serves its purpose - that is, the well-being of the citizens - and replace it with a new government, preferrably with the severed heads of the old goverment decorating the state capital just to remind the new goverment what happens when they step out of line. As such, any effort to outlaw an armed civil society must be punished harshly.""","""

Follow-up.

You reduce """"false rape"""" claims to people (women) changing their minds. But if rape is sex without consent, it does not require anyone changing his mind. It can be people feeling ambivalent or curious beforehand. Ambivalence or curiousity do not imply consent. Cooperation does not imply consent. And you cannot prove consent unless you have maybe signed a consent form, into which you could have been tricked / coerced to sign. Don't you see the huge plunge into plain old fashioned insanity the legal system takes when rape is sex without consent?

I am aware that it is hard for women to get rape claims heard etc, I am aware of that. What I am trying to explain to you is this is exactly the result of exaggerated rape claims. If rape was just a special form of assault, there would not be little misunderstanding to what constitutes a rape and what not. This would serve the potential victims as well as everybody else, especially the legal system and the police.

I am not familiar enough with the example of South Africa that you bring up. From experience, if a statisticly huge drop like 60% in a short time for something that is greatly influenced by social mores (which usually take ~50 to 150 years to change), then this is most likely caused by a change in the way the figures are obtained.

You bring up the example of date rape not being covered by the definition of """"sex by force"""". You have some pretty messed up ideas. Drugs are force. For example, the police tries to use knock-out gas to remedy certain hostile situations, and they refer to these gases as """"non-lethal force"""". Similiar to another example, where people are """"just holding you down, not hurting you to rape you"""" - holding someone down - by force - is force. Locking someone up in a basement, only to offer food and water in exchange for sexual service - is also using force (if you have thought about bringing that example up).

The second half of your post mostly rambles about how expensive guns are. Yes, they are way too expensive, but the reason for them being expensive has a lot to do with government regulations regarding the manufacture and sale of firearms. As for an unsightly bulge when carrying a weapon - I've got some more unsightly bulges than that, and women tend carry purses perfect for concealed carry. So, women have an easier time to carry guns. 

God, I want it to be socially acceptable for men to carry a purse. But then again, it looks like total ass.

Every civilized society requires all its citizens to be armed at all times. Because violence is the very foundation of a state - The state removes the right to be violent to each other from the people, and instead claims a monopoly on violence, and resolves disputes with a legal system, and enforces the laws with an armed police force. But when the state is the only one controlling violence in its controlled territory, nobody controls the state to prevent government abuse, totalitarian laws, dictatorships. Aside from discouraging small time petty criminals, an armed civil population has the benefit of being able to remove a government once it no longer serves its purpose - that is, the well-being of the citizens - and replace it with a new government, preferrably with the severed heads of the old goverment decorating the state capital just to remind the new goverment what happens when they step out of line. As such, any effort to outlaw an armed civil society must be punished harshly.""",-0.9964,0,0,"`` Follow-up . reduce `` '' false rape '' '' claim people ( woman ) changing mind . rape sex consent , require changing mind . people feeling ambivalent curious . Ambivalence curiousity imply consent . Cooperation imply consent . prove consent unless maybe signed consent form , tricked / coerced sign . n't huge plunge plain old fashioned insanity legal take rape sex consent ? aware hard woman rape claim heard , aware . trying explain exactly result exaggerated rape claim . rape special form assault , little misunderstanding constitutes rape . serve potential victim everybody , especially legal police . familiar example South Africa bring . experience , statisticly huge drop like 60 % short time greatly influenced social more ( usually ~50 150 year change ) , likely caused change way figure obtained . bring example date rape covered definition `` '' sex force '' '' . pretty messed idea . Drugs force . example , police try use knock-out gas remedy certain hostile situation , refer gas `` '' non-lethal force '' '' . Similiar example , people `` '' holding , hurting rape '' '' - holding - force - force . Locking basement , offer food water exchange sexual service - using force ( thought bringing example ) . second half post ramble expensive gun . Yes , way expensive , reason expensive lot government regulation regarding manufacture sale firearm . unsightly bulge carrying weapon - 've got unsightly bulge , woman tend carry purse perfect concealed carry . , woman easier time carry gun . God , want socially acceptable men carry purse . , look like total as . civilized society requires citizen armed time . violence foundation state - state remove right violent people , instead claim monopoly violence , resolve dispute legal , enforces law armed police force . state controlling violence controlled territory , control state prevent government abuse , totalitarian law , dictatorship . Aside discouraging small time petty criminal , armed civil population benefit able remove government longer serf purpose - , well-being citizen - replace new government , preferrably severed head old goverment decorating state capital remind new goverment happens step line . , effort outlaw armed civil society punished harshly . ''",0,0,0.162,0.763,1,0,0.075,0,0,100,2,0,0,613
0,8,477,"My particular comment was directed more at the suburbs such as Edmond and Norman, but there was also a good argument that the neighborhood sections were getting too long and detailed for the main OKC article. Perhaps the detailed neighborhood information can be kept separate article as it is now, but to include an overview of the information about the neighborhoods in the main article in that section. Then the link to the separated article can be followed for more details.","My particular comment was directed more at the suburbs such as Edmond and Norman, but there was also a good argument that the neighborhood sections were getting too long and detailed for the main OKC article. Perhaps the detailed neighborhood information can be kept separate article as it is now, but to include an overview of the information about the neighborhoods in the main article in that section. Then the link to the separated article can be followed for more details.",0.1531,0,0,"particular comment directed suburb Edmond Norman , good argument neighborhood section getting long detailed main OKC article . detailed neighborhood information kept separate article , include overview information neighborhood main article section . link separated article followed detail .",0,0,0.038,0.917,1,0,0.045,0,0,5,0,0,0,81
0,14,285,Vandalism   Why do you give me warning? Because I want NPOV in an article? In the Illyrians article I did really revert vandalism. The anonymous user reverted several of my edits. Anonymous removed something which was sourced and discussed. So please stop abusing your admin privileges,"Vandalism 

Why do you give me warning? Because I want NPOV in an article? In the Illyrians article I did really revert vandalism. The anonymous user reverted several of my edits. Anonymous removed something which was sourced and discussed. So please stop abusing your admin privileges",-0.4605,0,0,Vandalism warning ? want NPOV article ? Illyrians article really revert vandalism . anonymous user reverted edits . Anonymous removed sourced discussed . stop abusing admin privilege,0,0,0.16,0.7170000000000001,1,0,0.123,0,0,5,0,0,0,46
1,1,21,He's a baldjo faggot.,He's a baldjo faggot.,-0.6597,0,1,'s baldjo pouf .,2,0,0.688,0.312,0,1,0.0,0,0,2,0,0,1,4
1,4,233,"RE:July 2010 dont you fucken talk like that to me, the least you can do is tell me with out the profanity your motherfucker. get a life you low life and please ban me ill just ban you from my other computer. lots of thanks Fgaribay )","RE:July 2010
dont you fucken talk like that to me, the least you can do is tell me with out the profanity your motherfucker. get a life you low life and please ban me ill just ban you from my other computer. lots of thanks Fgaribay )",-0.875,0,1,": July 2010 dont fucken lecture similar , secern profanity prick . spirit lowly aliveness forbiddance ill ban computer . pile thanks Fgaribay )",0,0,0.272,0.603,0,1,0.125,0,0,5,2,0,1,47
1,7,199,is a gay faggot that takes it in the butt from other users who control him and manipulate him to indiscriminately ban users with gay cunnilingus   is a FAGGOT and so is '''''' – They are butt buddies,"is a gay faggot that takes it in the butt from other users who control him and manipulate him to indiscriminately ban users with gay cunnilingus

 is a FAGGOT and so is '''''' – They are butt buddies",-0.9341,1,1,gay faggot take butt user control manipulate indiscriminately ban user gay cunnilingus FAGGOT `` ' '' ' – butt buddy,4,0,0.29100000000000004,0.7090000000000001,0,1,0.0,0,1,7,0,0,1,38
1,2,77,Who the hell r u and why do u care neway it was just a bit of fun. Get a life,Who the hell r u and why do u care neway it was just a bit of fun. Get a life,0.2263,0,1,hell r u u care neway bit fun . life,0,0,0.191,0.539,0,1,0.27,0,0,1,1,0,1,21
0,3,128,""" I definitely don't """"fancy"""" it! -)  However, I will have a look at what's going on and see if an opportune moment arises.   ""","""
I definitely don't """"fancy"""" it! -)  However, I will have a look at what's going on and see if an opportune moment arises.   """,0.69,0,0,"`` definitely n't `` '' fancy '' '' ! - ) , look 's going opportune moment arises. ``",0,0,0.0,0.76,1,0,0.24,0,0,13,0,0,0,25
0,5,53,"""  Talkback  I am  Talk to me! See what I have done ""","""

Talkback

I am  Talk to me! See what I have done """,0.0,0,0,`` Talkback Talk ! ``,0,0,0.0,1.0,1,0,0.0,0,0,3,0,0,0,13
0,3,75,"Okay, thanks for the link to the license page, I believe I've fixed it now.","Okay, thanks for the link to the license page, I believe I've fixed it now.",0.5859,0,0,"Okay , thanks link license page , believe 've fixed .",0,0,0.0,0.7140000000000001,1,0,0.28600000000000003,0,0,4,0,0,0,15
1,8,64,Quit Disrespecting Pagans   Go back to your Fucking KKK meeting.,"Quit Disrespecting Pagans 

Go back to your Fucking KKK meeting.",0.0,0,1,fall_by_the_wayside disesteem gentile bally KKK assemble .,0,0,0.0,1.0,0,1,0.0,0,0,1,1,0,1,10
1,2,40,Hi   Im a fucking bitch.  50.180.208.181,"Hi 

Im a fucking bitch.

50.180.208.181",-0.624,0,1,Hi Im fucking bitch . 50.180.208.181,0,1,0.506,0.494,0,1,0.0,0,1,4,1,0,1,6
0,1,36,I mean who whats this kind of abuse?,I mean who whats this kind of abuse?,-0.6697,0,0,mean whats kind abuse ?,0,0,0.428,0.5720000000000001,1,0,0.0,0,0,1,0,0,0,8
0,9,377,"""   Passively Sexist Language  What is Wikipedia policy on using """"he"""" to mean """"he or she""""? It's really grating to my ears, personally, but I know it isn't grating to everybody. It didn't use to, but now it distracts the reader by putting focus on irrelevant gender issues. Is there a more recent quote which can substitute which is more conscious of passive gender-bias?  ""","""

 Passively Sexist Language

What is Wikipedia policy on using """"he"""" to mean """"he or she""""? It's really grating to my ears, personally, but I know it isn't grating to everybody. It didn't use to, but now it distracts the reader by putting focus on irrelevant gender issues. Is there a more recent quote which can substitute which is more conscious of passive gender-bias?  """,-0.5347,0,0,"`` Passively Sexist Language Wikipedia policy using `` '' '' '' mean `` '' '' '' ? 's really grating ear , personally , know n't grating everybody . n't use , distracts reader putting focus irrelevant gender issue . recent quote substitute conscious passive gender-bias ? ``",0,0,0.121,0.84,1,0,0.039,0,0,21,2,0,0,65
0,4,109,"SH, thanks for the clarification.  I definitely agree with you.  What you are describing should be forbidden.","SH, thanks for the clarification.  I definitely agree with you.  What you are describing should be forbidden.",0.6486,0,0,"SH , thanks clarification . definitely agree . describing forbidden .",0,0,0.122,0.524,1,0,0.354,0,0,4,0,0,0,17
0,2,159,Perhaps you can make it where it automatically wikilinks for the conference on the header. May want to have the stadiums and cities automatically wikilink too.,Perhaps you can make it where it automatically wikilinks for the conference on the header. May want to have the stadiums and cities automatically wikilink too.,0.0772,0,0,make automatically wikilinks conference header . want stadium city automatically wikilink .,0,0,0.0,0.951,1,0,0.049,0,0,2,0,0,0,26
1,2,235,"God damn you hectorine, nobody said anything about the article of Angelos elefantis about being in the wrong place, dont make up things..anyway i cant change now the article. i am almost about to think this place is run by greek mafia.","God damn you hectorine, nobody said anything about the article of Angelos elefantis about being in the wrong place, dont make up things..anyway i cant change now the article. i am almost about to think this place is run by greek mafia.",-0.5719,0,0,"God damn hectorine , order clause Angelos elefantis wrong home , dont lay_down things..anyway change article . think place execute Hellenic Mafia .",0,0,0.129,0.8240000000000001,0,0,0.047,0,0,6,1,0,1,42
0,2,129,"Im not sure what broke, but until its fixed ill stop running it. (unless Im manually watching it and checking its edits) βcommand","Im not sure what broke, but until its fixed ill stop running it. (unless Im manually watching it and checking its edits) βcommand",-0.7442,0,0,"Im sure broke , fixed ill stop running . ( unless Im manually watching checking edits ) βcommand",0,0,0.279,0.6629999999999999,1,0,0.058,0,0,4,0,0,0,23
0,29,889,"""   Fermat aware of Euler's result   I've added reference Křížek, Luca, Somer 2001, p. 38, Remark 4.15 to the claim that Fermat probably knew this result. However, the claim that it is """"widely believed"""" might be too strong. The mentioned remarks says the following: Remark 4.15. As mentioned in the literature (cf., e.g., [Lenstra, Lenstra, Manasse, Pollard]), Fermat probably knew the previous theorem, although its proof was given later by Euler in 1747 (see [Burton, p.219]). However, it is then unclear why Fermat did not apply this theorem to the factorization of F5. It was sufficient to divide F5 only by primes of the form 64k + 1, and for k = 10 Fermat could have convinced himself that his hypothesis on the primality of Fm did not hold. Concerning the factor 2142.27 + 1 = 274177 of F6 (see Figure 1.2), we note that there are 370 primes of the form k27 + 1 for k < 2142.    ""","""

 Fermat aware of Euler's result 

I've added reference Křížek, Luca, Somer 2001, p. 38, Remark 4.15 to the claim that Fermat probably knew this result. However, the claim that it is """"widely believed"""" might be too strong. The mentioned remarks says the following:
Remark 4.15. As mentioned in the literature (cf., e.g., [Lenstra, Lenstra, Manasse, Pollard]), Fermat probably knew the previous theorem, although its proof was given later by Euler in 1747 (see [Burton, p.219]). However, it is then unclear why Fermat did not apply this theorem to the factorization of F5. It was sufficient to divide F5 only by primes of the form 64k + 1, and for k = 10 Fermat could have convinced himself that his hypothesis on the primality of Fm did not hold. Concerning the factor 2142.27 + 1 = 274177 of F6 (see Figure 1.2), we note that there are 370 primes of the form k27 + 1 for k < 2142. 
  """,0.6124,0,0,"`` Fermat aware Euler 's result 've added reference Křížek , Luca , Somer 2001 , p. 38 , Remark 4.15 claim Fermat probably knew result . , claim `` '' widely believed '' '' strong . mentioned remark say following : Remark 4.15 . mentioned literature ( cf. , e.g. , [ Lenstra , Lenstra , Manasse , Pollard ] ) , Fermat probably knew previous theorem , proof given later Euler 1747 ( [ Burton , p.219 ] ) . , unclear Fermat apply theorem factorization F5 . sufficient divide F5 prime form 64k + 1 , k = 10 Fermat convinced hypothesis primality Fm hold . Concerning factor 2142.27 + 1 = 274177 F6 ( Figure 1.2 ) , note 370 prime form k27 + 1 k < 2142. ``",0,0,0.013,0.948,1,0,0.039,0,0,57,1,0,0,160
0,8,276,"Guten tag! So I have just finished telling two other users that I have completed the promise I gave you and him, so now we can be friends again! It had to do with my past unintentional disruptive but nevertheless harmful tendencies a few months back, which I fixed. Right?   .","Guten tag!
So I have just finished telling two other users that I have completed the promise I gave you and him, so now we can be friends again! It had to do with my past unintentional disruptive but nevertheless harmful tendencies a few months back, which I fixed. Right?   .",0.3887,0,0,"Guten tag ! finished telling user completed promise gave , friend ! past unintentional disruptive harmful tendency month , fixed . Right ? .",0,0,0.034,0.8759999999999999,1,0,0.08900000000000001,0,0,7,0,0,0,51
0,9,191,", 20 December 2011 (UTC)  keeps such a page. No one is rushing to delete his. The purpose is not to attack. Just to keep a list of diffs. If there are any attacks, I will remove them.   18:37",", 20 December 2011 (UTC)
 keeps such a page. No one is rushing to delete his. The purpose is not to attack. Just to keep a list of diffs. If there are any attacks, I will remove them.   18:37",-0.3707,0,0,", 20 December 2011 ( UTC ) keep page . rushing delete . purpose attack . list diffs . attack , remove . 18:37",0,0,0.129,0.807,1,0,0.064,0,0,10,0,0,0,39
0,17,536,"""  Honestly, I was always under the impression that """"Mongol"""" and """"Mongolic"""" were interchangeable terms in light of the fact that the modern-day Mongols are an extremely homogeneous group, a la the Arabs and Turkic peoples. The differences between """"German"""" and """"Germanic"""", for example, are far greater than the differences between """"Turk"""" and """"Turkic"""". Likewise, when it comes to the Mongols, the terms """"Mongol"""" and """"Mongolic"""" aren't really meant to have different meanings since the Mongols are extremely homogeneous.   ""","""

Honestly, I was always under the impression that """"Mongol"""" and """"Mongolic"""" were interchangeable terms in light of the fact that the modern-day Mongols are an extremely homogeneous group, a la the Arabs and Turkic peoples. The differences between """"German"""" and """"Germanic"""", for example, are far greater than the differences between """"Turk"""" and """"Turkic"""". Likewise, when it comes to the Mongols, the terms """"Mongol"""" and """"Mongolic"""" aren't really meant to have different meanings since the Mongols are extremely homogeneous.   """,0.7506,0,0,"`` Honestly , impression `` '' Mongol '' '' `` '' Mongolic '' '' interchangeable term light fact modern-day Mongols extremely homogeneous group , la Arabs Turkic people . difference `` '' German '' '' `` '' Germanic '' '' , example , far greater difference `` '' Turk '' '' `` '' Turkic '' '' . Likewise , come Mongols , term `` '' Mongol '' '' `` '' Mongolic '' '' n't really meant different meaning Mongols extremely homogeneous. ``",0,0,0.0,0.908,1,0,0.092,0,0,45,0,0,0,80
